#{"t_start": 1776617233.8681197, "env_id": "CarRacing-v3"}
r,l,t
-49.090909,1000,170.044016
-46.327684,1000,363.499019
-8.496732,1000,551.826336
-14.383562,1000,854.258605
37.681159,1000,1083.20922
108.029197,1000,1307.146244
162.820513,1000,1640.945793
-20.863309,1000,1893.619756
111.895911,1000,2128.361023
148.29932,1000,2479.854174
28.676471,1000,2711.855271
167.79661,1000,2946.804212
229.192547,1000,3259.62034
83.406114,1000,3458.17658
117.081851,1000,3655.72351
178.169014,1000,3950.181824
256.037152,1000,4179.056917
316.382253,1000,4403.854355
268.794326,1000,4715.766299
174.691358,1000,4925.509548
72.70195,1000,5123.309299
262.007168,1000,5351.010017
443.75,1000,5549.804048
387.012987,1000,5739.62391
169.961977,1000,5931.536396
