#{"t_start": 1776810264.1702936, "env_id": "CarRacing-v3"}
r,l,t
-43.283582,1000,145.489894
-23.076923,1000,317.570815
-56.081081,1000,490.861158
-35.251799,1000,713.034185
-14.012739,1000,884.760119
-26.829268,1000,1041.814133
-33.579336,1000,1295.573097
-37.313433,1000,1472.58295
-24.81203,1000,1647.215489
5.960265,1000,1908.515668
13.074205,1000,2066.057361
371.571906,1000,2243.715568
356.140351,1000,2474.300176
207.210031,1000,2626.720096
406.024096,1000,2780.995145
559.016393,1000,3007.042437
192.358804,1000,3160.527875
493.52518,1000,3313.93273
286.986301,1000,3541.187119
365.671642,1000,3695.268332
596.113074,1000,3848.59874
396.268657,1000,4043.384467
256.666667,1000,4198.341102
401.66113,1000,4367.092108
350.0,1000,4530.102157
